no,inference_time,p_tar,nr_branch_edge,nr_branch_model,isTerminate
0,0.15041184425354,0.7,2.0,5.0,0.0
1,0.1238131523132324,0.7,2.0,5.0,0.0
2,0.1723692417144775,0.7,2.0,5.0,0.0
3,0.1463327407836914,0.7,2.0,5.0,0.0
4,0.1262052059173584,0.7,2.0,5.0,0.0
5,0.2241909503936767,0.7,2.0,5.0,0.0
6,0.128648042678833,0.7,2.0,5.0,0.0
7,0.1510064601898193,0.7,2.0,5.0,0.0
8,0.1270525455474853,0.7,2.0,5.0,0.0
9,0.142219066619873,0.7,2.0,5.0,0.0
10,0.2142696380615234,0.7,2.0,5.0,0.0
11,0.1501719951629638,0.7,2.0,5.0,0.0
12,0.1368207931518554,0.7,2.0,5.0,0.0
13,0.2383990287780761,0.7,2.0,5.0,0.0
14,0.1326150894165039,0.7,2.0,5.0,0.0
15,0.1843531131744384,0.7,2.0,5.0,0.0
16,0.1453397274017334,0.7,2.0,5.0,0.0
17,0.140643835067749,0.7,2.0,5.0,0.0
18,0.0800435543060302,0.7,2.0,5.0,0.0
19,0.1363234519958496,0.7,2.0,5.0,0.0
20,0.1588468551635742,0.7,2.0,5.0,0.0
21,0.1491694450378418,0.7,2.0,5.0,0.0
22,0.1140363216400146,0.7,2.0,5.0,0.0
23,0.1287555694580078,0.7,2.0,5.0,0.0
24,0.1500236988067627,0.7,2.0,5.0,0.0
25,0.132483959197998,0.7,2.0,5.0,0.0
26,0.1320037841796875,0.7,2.0,5.0,0.0
27,0.1536767482757568,0.7,2.0,5.0,0.0
28,0.1739869117736816,0.7,2.0,5.0,0.0
29,0.1499576568603515,0.7,2.0,5.0,0.0
30,0.1338164806365966,0.7,2.0,5.0,0.0
31,0.1792027950286865,0.7,2.0,5.0,0.0
32,0.1922113895416259,0.7,2.0,5.0,0.0
33,0.213691234588623,0.7,2.0,5.0,0.0
34,0.1913509368896484,0.7,2.0,5.0,0.0
35,0.2453887462615966,0.7,2.0,5.0,0.0
36,0.2150568962097168,0.7,2.0,5.0,0.0
37,0.2346792221069336,0.7,2.0,5.0,0.0
38,0.193239688873291,0.7,2.0,5.0,0.0
39,0.1277010440826416,0.7,2.0,5.0,0.0
40,0.1611828804016113,0.7,2.0,5.0,0.0
41,0.2701230049133301,0.7,2.0,5.0,0.0
42,0.14689302444458,0.7,2.0,5.0,0.0
43,0.1879677772521972,0.7,2.0,5.0,0.0
44,0.1612575054168701,0.7,2.0,5.0,0.0
45,0.1629140377044677,0.7,2.0,5.0,0.0
46,0.1555814743041992,0.7,2.0,5.0,0.0
47,0.1352078914642334,0.7,2.0,5.0,0.0
48,0.1909210681915283,0.7,2.0,5.0,0.0
49,0.1825265884399414,0.7,2.0,5.0,0.0
50,0.1700484752655029,0.7,2.0,5.0,0.0
51,0.139794111251831,0.7,2.0,5.0,0.0
52,0.1569433212280273,0.7,2.0,5.0,0.0
53,0.1394429206848144,0.7,2.0,5.0,0.0
54,0.1412324905395507,0.7,2.0,5.0,0.0
55,0.1304826736450195,0.7,2.0,5.0,0.0
56,0.1344609260559082,0.7,2.0,5.0,0.0
57,0.0846762657165527,0.7,2.0,5.0,0.0
58,0.1772768497467041,0.7,2.0,5.0,0.0
59,0.1545138359069824,0.7,2.0,5.0,0.0
60,0.0858328342437744,0.7,2.0,5.0,0.0
61,0.1466257572174072,0.7,2.0,5.0,0.0
62,0.1367530822753906,0.7,2.0,5.0,0.0
63,0.0848650932312011,0.7,2.0,5.0,0.0
64,0.1881179809570312,0.7,2.0,5.0,0.0
65,0.1370630264282226,0.7,2.0,5.0,0.0
66,0.1640591621398925,0.7,2.0,5.0,0.0
67,0.1411337852478027,0.7,2.0,5.0,0.0
68,0.1564581394195556,0.7,2.0,5.0,0.0
69,0.1666312217712402,0.7,2.0,5.0,0.0
70,0.1710348129272461,0.7,2.0,5.0,0.0
71,0.1641542911529541,0.7,2.0,5.0,0.0
72,0.1620182991027832,0.7,2.0,5.0,0.0
73,0.1390376091003418,0.7,2.0,5.0,0.0
74,0.1986503601074218,0.7,2.0,5.0,0.0
75,0.1523663997650146,0.7,2.0,5.0,0.0
76,0.1835551261901855,0.7,2.0,5.0,0.0
77,0.1509253978729248,0.7,2.0,5.0,0.0
78,0.1445827484130859,0.7,2.0,5.0,0.0
79,0.1450304985046386,0.7,2.0,5.0,0.0
80,0.0868573188781738,0.7,2.0,5.0,0.0
81,0.1477704048156738,0.7,2.0,5.0,0.0
82,0.1789262294769287,0.7,2.0,5.0,0.0
83,0.1536891460418701,0.7,2.0,5.0,0.0
84,0.1505498886108398,0.7,2.0,5.0,0.0
85,0.147653579711914,0.7,2.0,5.0,0.0
86,0.1480152606964111,0.7,2.0,5.0,0.0
87,0.1246991157531738,0.7,2.0,5.0,0.0
88,0.1646091938018798,0.7,2.0,5.0,0.0
89,0.137800931930542,0.7,2.0,5.0,0.0
90,0.1350858211517334,0.7,2.0,5.0,0.0
91,0.1436045169830322,0.7,2.0,5.0,0.0
92,0.0885090827941894,0.7,2.0,5.0,0.0
93,0.1350042819976806,0.7,2.0,5.0,0.0
94,0.1627230644226074,0.7,2.0,5.0,0.0
95,0.1893370151519775,0.7,2.0,5.0,0.0
96,0.1144602298736572,0.7,2.0,5.0,0.0
97,0.1985459327697754,0.7,2.0,5.0,0.0
98,0.1443939208984375,0.7,2.0,5.0,0.0
99,0.1663339138031005,0.7,2.0,5.0,0.0
100,0.0838351249694824,0.7,2.0,5.0,0.0
101,0.1477501392364502,0.7,2.0,5.0,0.0
102,0.1720187664031982,0.7,2.0,5.0,0.0
103,0.1474983692169189,0.7,2.0,5.0,0.0
104,0.16471529006958,0.7,2.0,5.0,0.0
105,0.146780252456665,0.7,2.0,5.0,0.0
106,0.1816582679748535,0.7,2.0,5.0,0.0
107,0.0862784385681152,0.7,2.0,5.0,0.0
108,0.0856966972351074,0.7,2.0,5.0,0.0
109,0.1350905895233154,0.7,2.0,5.0,0.0
110,0.145045518875122,0.7,2.0,5.0,0.0
111,0.1249909400939941,0.7,2.0,5.0,0.0
112,0.1590981483459472,0.7,2.0,5.0,0.0
113,0.1434147357940673,0.7,2.0,5.0,0.0
114,0.1248345375061035,0.7,2.0,5.0,0.0
115,0.1226165294647216,0.7,2.0,5.0,0.0
116,0.1268301010131836,0.7,2.0,5.0,0.0
117,0.1610715389251709,0.7,2.0,5.0,0.0
118,0.2540345191955566,0.7,2.0,5.0,0.0
119,0.1293914318084716,0.7,2.0,5.0,0.0
120,0.1565334796905517,0.7,2.0,5.0,0.0
121,0.1447834968566894,0.7,2.0,5.0,0.0
122,0.2312526702880859,0.7,2.0,5.0,0.0
123,0.1135175228118896,0.7,2.0,5.0,0.0
124,0.19838547706604,0.7,2.0,5.0,0.0
125,0.1640932559967041,0.7,2.0,5.0,0.0
126,0.1169915199279785,0.7,2.0,5.0,0.0
127,0.1497306823730468,0.7,2.0,5.0,0.0
128,0.1434204578399658,0.7,2.0,5.0,0.0
129,0.118016242980957,0.7,2.0,5.0,0.0
130,0.1358957290649414,0.7,2.0,5.0,0.0
131,0.1411538124084472,0.7,2.0,5.0,0.0
132,0.1244308948516845,0.7,2.0,5.0,0.0
133,0.1018831729888916,0.7,2.0,5.0,0.0
134,0.1420280933380127,0.7,2.0,5.0,0.0
135,0.1324834823608398,0.7,2.0,5.0,0.0
136,0.1330122947692871,0.7,2.0,5.0,0.0
137,0.1304905414581298,0.7,2.0,5.0,0.0
138,0.1646368503570556,0.7,2.0,5.0,0.0
139,0.1870172023773193,0.7,2.0,5.0,0.0
140,0.1510121822357177,0.7,2.0,5.0,0.0
141,0.1310279369354248,0.7,2.0,5.0,0.0
142,0.0939037799835205,0.7,2.0,5.0,0.0
143,0.1241395473480224,0.7,2.0,5.0,0.0
144,0.1505391597747802,0.7,2.0,5.0,0.0
145,0.1174867153167724,0.7,2.0,5.0,0.0
146,0.1306331157684326,0.7,2.0,5.0,0.0
147,0.1404581069946289,0.7,2.0,5.0,0.0
148,0.1207735538482666,0.7,2.0,5.0,0.0
149,0.1436984539031982,0.7,2.0,5.0,0.0
150,0.130589485168457,0.7,2.0,5.0,0.0
151,0.1078720092773437,0.7,2.0,5.0,0.0
152,0.0712182521820068,0.7,2.0,5.0,0.0
153,0.104957103729248,0.7,2.0,5.0,0.0
154,0.1227633953094482,0.7,2.0,5.0,0.0
155,0.0706093311309814,0.7,2.0,5.0,0.0
156,0.1090333461761474,0.7,2.0,5.0,0.0
157,0.1215007305145263,0.7,2.0,5.0,0.0
158,0.1422095298767089,0.7,2.0,5.0,0.0
159,0.1311192512512207,0.7,2.0,5.0,0.0
160,0.1269431114196777,0.7,2.0,5.0,0.0
161,0.129448652267456,0.7,2.0,5.0,0.0
162,0.1077513694763183,0.7,2.0,5.0,0.0
163,0.0754387378692627,0.7,2.0,5.0,0.0
164,0.1344523429870605,0.7,2.0,5.0,0.0
165,0.1779189109802246,0.7,2.0,5.0,0.0
166,0.1710290908813476,0.7,2.0,5.0,0.0
167,0.1154568195343017,0.7,2.0,5.0,0.0
168,0.1103265285491943,0.7,2.0,5.0,0.0
169,0.0796766281127929,0.7,2.0,5.0,0.0
170,0.1258077621459961,0.7,2.0,5.0,0.0
171,0.1484134197235107,0.7,2.0,5.0,0.0
172,0.1348416805267334,0.7,2.0,5.0,0.0
173,0.1227221488952636,0.7,2.0,5.0,0.0
174,0.1375861167907714,0.7,2.0,5.0,0.0
175,0.1244332790374755,0.7,2.0,5.0,0.0
176,0.1460294723510742,0.7,2.0,5.0,0.0
177,0.1518669128417968,0.7,2.0,5.0,0.0
178,0.158931016921997,0.7,2.0,5.0,0.0
179,0.1470363140106201,0.7,2.0,5.0,0.0
180,0.1584587097167968,0.7,2.0,5.0,0.0
181,0.166093111038208,0.7,2.0,5.0,0.0
182,0.1294186115264892,0.7,2.0,5.0,0.0
183,0.107187271118164,0.7,2.0,5.0,0.0
184,0.0817604064941406,0.7,2.0,5.0,0.0
185,0.2091116905212402,0.7,2.0,5.0,0.0
186,0.1368978023529052,0.7,2.0,5.0,0.0
187,0.1391201019287109,0.7,2.0,5.0,0.0
188,0.1402404308319091,0.7,2.0,5.0,0.0
189,0.1507668495178222,0.7,2.0,5.0,0.0
190,0.1364290714263916,0.7,2.0,5.0,0.0
191,0.1245503425598144,0.7,2.0,5.0,0.0
192,0.1583871841430664,0.7,2.0,5.0,0.0
193,0.1390972137451172,0.7,2.0,5.0,0.0
194,0.138430118560791,0.7,2.0,5.0,0.0
195,0.1061367988586425,0.7,2.0,5.0,0.0
196,0.1533324718475341,0.7,2.0,5.0,0.0
197,0.1213300228118896,0.7,2.0,5.0,0.0
198,0.1258325576782226,0.7,2.0,5.0,0.0
199,0.1175987720489502,0.7,2.0,5.0,0.0
200,0.1156468391418457,0.7,2.0,5.0,0.0
201,0.1071791648864746,0.7,2.0,5.0,0.0
202,0.1041004657745361,0.7,2.0,5.0,0.0
203,0.1242458820343017,0.7,2.0,5.0,0.0
204,0.1083340644836425,0.7,2.0,5.0,0.0
205,0.112161636352539,0.7,2.0,5.0,0.0
206,0.1297721862792968,0.7,2.0,5.0,0.0
207,0.1364271640777588,0.7,2.0,5.0,0.0
208,0.1453673839569091,0.7,2.0,5.0,0.0
209,0.1514322757720947,0.7,2.0,5.0,0.0
210,0.132883071899414,0.7,2.0,5.0,0.0
211,0.131152868270874,0.7,2.0,5.0,0.0
212,0.1236569881439209,0.7,2.0,5.0,0.0
213,0.1567721366882324,0.7,2.0,5.0,0.0
214,0.0808088779449462,0.7,2.0,5.0,0.0
215,0.1207447052001953,0.7,2.0,5.0,0.0
216,0.1463303565979004,0.7,2.0,5.0,0.0
217,0.1293995380401611,0.7,2.0,5.0,0.0
218,0.1107227802276611,0.7,2.0,5.0,0.0
219,0.1584515571594238,0.7,2.0,5.0,0.0
220,0.1299772262573242,0.7,2.0,5.0,0.0
221,0.1387455463409423,0.7,2.0,5.0,0.0
222,0.1486382484436035,0.7,2.0,5.0,0.0
223,0.1766703128814697,0.7,2.0,5.0,0.0
224,0.1722326278686523,0.7,2.0,5.0,0.0
225,0.2698311805725097,0.7,2.0,5.0,0.0
226,0.2018122673034668,0.7,2.0,5.0,0.0
227,0.2017538547515869,0.7,2.0,5.0,0.0
228,0.1887505054473877,0.7,2.0,5.0,0.0
229,0.115182876586914,0.7,2.0,5.0,0.0
230,0.1214542388916015,0.7,2.0,5.0,0.0
231,0.1106829643249511,0.7,2.0,5.0,0.0
232,0.1477115154266357,0.7,2.0,5.0,0.0
233,0.1323943138122558,0.7,2.0,5.0,0.0
234,0.1299953460693359,0.7,2.0,5.0,0.0
235,0.1119036674499511,0.7,2.0,5.0,0.0
236,0.1368546485900879,0.7,2.0,5.0,0.0
237,0.1495711803436279,0.7,2.0,5.0,0.0
238,0.1653249263763427,0.7,2.0,5.0,0.0
239,0.0860164165496826,0.7,2.0,5.0,0.0
240,0.1429259777069091,0.7,2.0,5.0,0.0
241,0.1768980026245117,0.7,2.0,5.0,0.0
242,0.1593122482299804,0.7,2.0,5.0,0.0
243,0.1896071434020996,0.7,2.0,5.0,0.0
244,0.08772873878479,0.7,2.0,5.0,0.0
245,0.1727156639099121,0.7,2.0,5.0,0.0
246,0.1669347286224365,0.7,2.0,5.0,0.0
247,0.1289384365081787,0.7,2.0,5.0,0.0
248,0.1318259239196777,0.7,2.0,5.0,0.0
249,0.1461870670318603,0.7,2.0,5.0,0.0
250,0.1394157409667968,0.7,2.0,5.0,0.0
251,0.0842666625976562,0.7,2.0,5.0,0.0
252,0.1062033176422119,0.7,2.0,5.0,0.0
253,0.1386148929595947,0.7,2.0,5.0,0.0
254,0.1319363117218017,0.7,2.0,5.0,0.0
255,0.1336078643798828,0.7,2.0,5.0,0.0
256,0.0819478034973144,0.7,2.0,5.0,0.0
257,0.138956069946289,0.7,2.0,5.0,0.0
258,0.1798367500305175,0.7,2.0,5.0,0.0
259,0.1179440021514892,0.7,2.0,5.0,0.0
260,0.1373159885406494,0.7,2.0,5.0,0.0
261,0.1763367652893066,0.7,2.0,5.0,0.0
262,0.1772150993347168,0.7,2.0,5.0,0.0
263,0.1039974689483642,0.7,2.0,5.0,0.0
264,0.1244568824768066,0.7,2.0,5.0,0.0
265,0.1317687034606933,0.7,2.0,5.0,0.0
266,0.1055858135223388,0.7,2.0,5.0,0.0
267,0.152947187423706,0.7,2.0,5.0,0.0
268,0.1404433250427246,0.7,2.0,5.0,0.0
269,0.0808806419372558,0.7,2.0,5.0,0.0
270,0.1354331970214843,0.7,2.0,5.0,0.0
271,0.1154189109802246,0.7,2.0,5.0,0.0
272,0.1528007984161377,0.7,2.0,5.0,0.0
273,0.1723880767822265,0.7,2.0,5.0,0.0
274,0.1710915565490722,0.7,2.0,5.0,0.0
275,0.1343131065368652,0.7,2.0,5.0,0.0
276,0.1329689025878906,0.7,2.0,5.0,0.0
277,0.1329514980316162,0.7,2.0,5.0,0.0
278,0.1670348644256591,0.7,2.0,5.0,0.0
279,0.1356196403503418,0.7,2.0,5.0,0.0
280,0.1892883777618408,0.7,2.0,5.0,0.0
281,0.0783960819244384,0.7,2.0,5.0,0.0
282,0.1332263946533203,0.7,2.0,5.0,0.0
283,0.1337528228759765,0.7,2.0,5.0,0.0
284,0.182591438293457,0.7,2.0,5.0,0.0
285,0.1522507667541504,0.7,2.0,5.0,0.0
286,0.1531214714050293,0.7,2.0,5.0,0.0
287,0.1377718448638916,0.7,2.0,5.0,0.0
288,0.1724748611450195,0.7,2.0,5.0,0.0
289,0.1376256942749023,0.7,2.0,5.0,0.0
290,0.2006514072418213,0.7,2.0,5.0,0.0
291,0.1379055976867675,0.7,2.0,5.0,0.0
292,0.0784230232238769,0.7,2.0,5.0,0.0
293,0.1366713047027588,0.7,2.0,5.0,0.0
294,0.1567897796630859,0.7,2.0,5.0,0.0
295,0.1283578872680664,0.7,2.0,5.0,0.0
296,0.1800680160522461,0.7,2.0,5.0,0.0
297,0.1733465194702148,0.7,2.0,5.0,0.0
298,0.1400368213653564,0.7,2.0,5.0,0.0
299,0.1309750080108642,0.7,2.0,5.0,0.0
300,0.1353967189788818,0.7,2.0,5.0,0.0
301,0.1482226848602295,0.7,2.0,5.0,0.0
302,0.1320245265960693,0.7,2.0,5.0,0.0
303,0.1575105190277099,0.7,2.0,5.0,0.0
304,0.1243836879730224,0.7,2.0,5.0,0.0
305,0.1045494079589843,0.7,2.0,5.0,0.0
306,0.1346447467803955,0.7,2.0,5.0,0.0
307,0.1354837417602539,0.7,2.0,5.0,0.0
308,0.1431221961975097,0.7,2.0,5.0,0.0
309,0.1429078578948974,0.7,2.0,5.0,0.0
310,0.1493632793426513,0.7,2.0,5.0,0.0
311,0.1653614044189453,0.7,2.0,5.0,0.0
312,0.1122598648071289,0.7,2.0,5.0,0.0
313,0.1409401893615722,0.7,2.0,5.0,0.0
314,0.1628434658050537,0.7,2.0,5.0,0.0
315,0.1200067996978759,0.7,2.0,5.0,0.0
316,0.1564056873321533,0.7,2.0,5.0,0.0
317,0.1541643142700195,0.7,2.0,5.0,0.0
318,0.1378674507141113,0.7,2.0,5.0,0.0
319,0.0823733806610107,0.7,2.0,5.0,0.0
320,0.1261689662933349,0.7,2.0,5.0,0.0
321,0.1318142414093017,0.7,2.0,5.0,0.0
322,0.1367990970611572,0.7,2.0,5.0,0.0
323,0.1213631629943847,0.7,2.0,5.0,0.0
324,0.1171643733978271,0.7,2.0,5.0,0.0
325,0.1245598793029785,0.7,2.0,5.0,0.0
326,0.1233208179473877,0.7,2.0,5.0,0.0
327,0.1510663032531738,0.7,2.0,5.0,0.0
328,0.121572732925415,0.7,2.0,5.0,0.0
329,0.1214964389801025,0.7,2.0,5.0,0.0
330,0.0804383754730224,0.7,2.0,5.0,0.0
331,0.1507461071014404,0.7,2.0,5.0,0.0
332,0.1851701736450195,0.7,2.0,5.0,0.0
333,0.1503593921661377,0.7,2.0,5.0,0.0
334,0.2399313449859619,0.7,2.0,5.0,0.0
335,0.1978225708007812,0.7,2.0,5.0,0.0
336,0.113297700881958,0.7,2.0,5.0,0.0
337,0.1315565109252929,0.7,2.0,5.0,0.0
338,0.1365664005279541,0.7,2.0,5.0,0.0
339,0.1369855403900146,0.7,2.0,5.0,0.0
340,0.1529691219329834,0.7,2.0,5.0,0.0
341,0.1354084014892578,0.7,2.0,5.0,0.0
342,0.1740248203277588,0.7,2.0,5.0,0.0
343,0.1463425159454345,0.7,2.0,5.0,0.0
344,0.1703708171844482,0.7,2.0,5.0,0.0
345,0.1461958885192871,0.7,2.0,5.0,0.0
346,0.1064672470092773,0.7,2.0,5.0,0.0
347,0.1489293575286865,0.7,2.0,5.0,0.0
348,0.1519334316253662,0.7,2.0,5.0,0.0
349,0.1349203586578369,0.7,2.0,5.0,0.0
350,0.1551110744476318,0.7,2.0,5.0,0.0
351,0.1480426788330078,0.7,2.0,5.0,0.0
352,0.1121551990509033,0.7,2.0,5.0,0.0
353,0.1667687892913818,0.7,2.0,5.0,0.0
354,0.1981775760650634,0.7,2.0,5.0,0.0
355,0.1162607669830322,0.7,2.0,5.0,0.0
356,0.120950698852539,0.7,2.0,5.0,0.0
357,0.1349694728851318,0.7,2.0,5.0,0.0
358,0.1448633670806884,0.7,2.0,5.0,0.0
359,0.132258653640747,0.7,2.0,5.0,0.0
360,0.1583352088928222,0.7,2.0,5.0,0.0
361,0.1380469799041748,0.7,2.0,5.0,0.0
362,0.1543440818786621,0.7,2.0,5.0,0.0
363,0.1597075462341308,0.7,2.0,5.0,0.0
364,0.1476986408233642,0.7,2.0,5.0,0.0
365,0.1350390911102295,0.7,2.0,5.0,0.0
366,0.1429343223571777,0.7,2.0,5.0,0.0
367,0.159064769744873,0.7,2.0,5.0,0.0
368,0.1434943675994873,0.7,2.0,5.0,0.0
369,0.123833417892456,0.7,2.0,5.0,0.0
370,0.1299707889556884,0.7,2.0,5.0,0.0
371,0.1276519298553466,0.7,2.0,5.0,0.0
372,0.1331057548522949,0.7,2.0,5.0,0.0
373,0.1325490474700927,0.7,2.0,5.0,0.0
374,0.1076216697692871,0.7,2.0,5.0,0.0
375,0.1214160919189453,0.7,2.0,5.0,0.0
376,0.1417553424835205,0.7,2.0,5.0,0.0
377,0.1294045448303222,0.7,2.0,5.0,0.0
378,0.1337273120880127,0.7,2.0,5.0,0.0
379,0.1307480335235595,0.7,2.0,5.0,0.0
380,0.1493523120880127,0.7,2.0,5.0,0.0
381,0.130674123764038,0.7,2.0,5.0,0.0
382,0.1051781177520752,0.7,2.0,5.0,0.0
383,0.1422207355499267,0.7,2.0,5.0,0.0
384,0.1490757465362548,0.7,2.0,5.0,0.0
385,0.1289577484130859,0.7,2.0,5.0,0.0
386,0.1273894309997558,0.7,2.0,5.0,0.0
387,0.119469404220581,0.7,2.0,5.0,0.0
388,0.1574306488037109,0.7,2.0,5.0,0.0
389,0.1616110801696777,0.7,2.0,5.0,0.0
390,0.1269402503967285,0.7,2.0,5.0,0.0
391,0.1470942497253418,0.7,2.0,5.0,0.0
392,0.1596126556396484,0.7,2.0,5.0,0.0
393,0.1175694465637207,0.7,2.0,5.0,0.0
394,0.1674625873565673,0.7,2.0,5.0,0.0
395,0.1052958965301513,0.7,2.0,5.0,0.0
396,0.1481461524963379,0.7,2.0,5.0,0.0
397,0.1360163688659668,0.7,2.0,5.0,0.0
398,0.1292421817779541,0.7,2.0,5.0,0.0
399,0.1422691345214843,0.7,2.0,5.0,0.0
400,0.1359338760375976,0.7,2.0,5.0,0.0
401,0.1358559131622314,0.7,2.0,5.0,0.0
402,0.1542015075683593,0.7,2.0,5.0,0.0
403,0.1131048202514648,0.7,2.0,5.0,0.0
404,0.137556791305542,0.7,2.0,5.0,0.0
405,0.1528036594390869,0.7,2.0,5.0,0.0
406,0.1126976013183593,0.7,2.0,5.0,0.0
407,0.1425271034240722,0.7,2.0,5.0,0.0
408,0.1423501968383789,0.7,2.0,5.0,0.0
409,0.1544127464294433,0.7,2.0,5.0,0.0
410,0.1126716136932373,0.7,2.0,5.0,0.0
411,0.1346561908721923,0.7,2.0,5.0,0.0
412,0.1455974578857422,0.7,2.0,5.0,0.0
413,0.1455237865447998,0.7,2.0,5.0,0.0
414,0.1416869163513183,0.7,2.0,5.0,0.0
415,0.1654818058013916,0.7,2.0,5.0,0.0
416,0.1337141990661621,0.7,2.0,5.0,0.0
417,0.1371152400970459,0.7,2.0,5.0,0.0
418,0.1369686126708984,0.7,2.0,5.0,0.0
419,0.1246864795684814,0.7,2.0,5.0,0.0
420,0.1804361343383789,0.7,2.0,5.0,0.0
421,0.131455659866333,0.7,2.0,5.0,0.0
422,0.14689302444458,0.7,2.0,5.0,0.0
423,0.1496527194976806,0.7,2.0,5.0,0.0
424,0.1094770431518554,0.7,2.0,5.0,0.0
425,0.1350240707397461,0.7,2.0,5.0,0.0
426,0.1568377017974853,0.7,2.0,5.0,0.0
427,0.1471810340881347,0.7,2.0,5.0,0.0
428,0.1400730609893798,0.7,2.0,5.0,0.0
429,0.1328804492950439,0.7,2.0,5.0,0.0
430,0.1317625045776367,0.7,2.0,5.0,0.0
431,0.1301593780517578,0.7,2.0,5.0,0.0
432,0.1451256275177002,0.7,2.0,5.0,0.0
433,0.1347253322601318,0.7,2.0,5.0,0.0
434,0.1483430862426757,0.7,2.0,5.0,0.0
435,0.136134386062622,0.7,2.0,5.0,0.0
436,0.1605165004730224,0.7,2.0,5.0,0.0
437,0.1301801204681396,0.7,2.0,5.0,0.0
438,0.1372437477111816,0.7,2.0,5.0,0.0
439,0.143958568572998,0.7,2.0,5.0,0.0
440,0.1178641319274902,0.7,2.0,5.0,0.0
441,0.1420035362243652,0.7,2.0,5.0,0.0
442,0.1456885337829589,0.7,2.0,5.0,0.0
